ID,Language,Lexeme,POS,Contlex,Inflex Type
3925,sms,groob,N,N_PLAAN,X
3926,sms,leʹtt,N,N_LOAQDD,1
3927,sms,čuʹǩǩ,N,N_CHUQKHKH,1
3929,sms,pirstõʹtti,N,N_PRSPRC-VCC-I,X
3931,sms,viõusâshajjsaž,A,A_MEERSAZH,1
3933,sms,kääunas,N,N_PAEAELKAS,2
3935,sms,peʹrrjemkuull,N,N_PAARR,1
3937,sms,koozz,Adv,ADV-SPAT_,X
3939,sms,evaŋǧeʹlistt,N,N_ALGG,1
3941,sms,teäddpâjjnummuš,N,N_MAINSTUMMUSH,2
3943,sms,šeäʹšttembaŋkk,N,N_ALGG,1
3944,sms,ruõkkâmbaŋkk,N,N_ALGG,1
3946,sms,vuåkrjummuš,N,N_MAINSTUMMUSH,2
3947,sms,luõikkmõš,N,N_SAJOS,1
3949,sms,vueʹǯǯpuäʒʒ,N,N_PUA33,X
3951,sms,virkkõõvvmõš,N,N_SAJOS,1
3953,sms,räʹtǩǩed,V,V_CEQPCCED,1
3955,sms,äiddad,V,V_LAEULLAD,1
3956,sms,äiddeed,V,V_SOLLEED,2
3958,sms,sijddǩeäinn,N,N_PEAELDD,1
3960,sms,väʹʒškueʹtted,V,IV_SHKUEAQTTED,1
3962,sms,saaʹni piijjmõš,N,N_SAJOS,1
3964,sms,peʹnn,N,N_SEQTT,1
3966,sms,škuʹlljeei,N,N_PRSPRC-EEI,X
3967,sms,skuʹlljeei,N,N_PRSPRC-EEI,X
3968,sms,tåiddai,N,N_PRSPRC-VXYY-AI,X
3970,sms,seeičâʹstted,V,V_CEQPCCED,1
3972,sms,jäuʹrr,N,N_JAUQRR,1
3975,sms,eiʹdde,Adv,ADV-TEMP_,X
3976,sms,õiʹdde,Adv,ADV-TEMP_,X
3977,sms,âiʹdde,Adv,ADV-TEMP_,X
3979,sms,piiđ,N,N_PIIDH,3
3981,sms,âccjed,V,V_KUYDHDHDHJED,4
3983,sms,vââccad,V,V_POAOASSAD,1
3984,sms,neäʹsǩǩled,V,V_KHEEQRJTED,3
3985,sms,tiâllad,V,V_HEARRAD,1
3986,sms,neäʹsǩǩed,V,V_CEAQLKHKHED,1
3987,sms,võckkâd,V,V_TOBDDYD,1
3989,sms,vuâđđjuurdtuʹmmstõk,N,N_SAJOS,1
3991,sms,jieʹllemnääʹll,N,N_SAAQMM,1
3992,sms,jieʹllemvueʹǩǩ,N,N_VUEQSS,1
3994,sms,veäncceei,N,N_PRSPRC-EEI,X
3996,sms,veʹrǧǧsâjjsažvuõtt,N,N_MUORR,1
3998,sms,toppnuʹǩǩeš,N,N_NUQKHKHESH,2
4000,sms,muålummuš,N,N_MAINSTUMMUSH,2
4002,sms,šõddi,A,A_PRSPRC-VCC-I,X
4003,sms,vuõrsmeei,A,A_PRSPRC-EEI,3
4005,sms,mäʹhssemodd,N,N_PAPP,1
4007,sms,päärnaiteäʹǧǧ,N,N_JEAQNNN,1
4009,sms,teukkjuum,A,A_PSS-PRFPRC,X
4011,sms,päʹǩǩ,N,N_AQKHKH,1
4013,sms,čokklemkaggõõttâmprääʹzniǩ,N,N_AACCIKH,2
4015,sms,straammi,N,N_PRSPRC-VVCC-I,X
4016,sms,okknõʹtti,N,N_PRSPRC-VCC-I,X
4018,sms,vuätkktummuš,N,N_MAINSTUMMUSH,2
4020,sms,luåkknõs,N,N_SAJOS,1
4022,sms,täʹrjj,N,N_KAQLBB,1
4024,sms,äʹrbbvuõttpirrõs,N,N_SAJOS,1
4026,sms,vueʹttel leeʹd,V,V_,5
4028,sms,puåtkõõtti,A,A_PRSPRC-VVCC-I,X
4030,sms,aahnted,V,V_MAINSTED,3
4032,sms,auttkäärab,N,N_AANAR,2
4034,sms,kuuržžmõš,N,N_SAJOS,1
4036,sms,pieʹllǩilo,N,N_RADIO,3
4038,sms,ääʹvâʹstted,V,V_CEQPCCED,1
4040,sms,kåblškueʹtted,V,V_SHKUEAQTTED,1
4042,sms,peelteei,A,A_PRSPRC-EEI,3
4043,sms,hoožžteei,A,A_PRSPRC-EEI,3
4045,sms,kaaʹfstõõlli,N,N_PRSPRC-VVCC-I,X
4047,sms,kuõbǯâž,N,N_MUORYZH,3
4049,sms,piânnǥaž,N,N_MEERSAZH,1
4050,sms,piânnai,N,N_PIYNNAI,X
4051,sms,peâlõk,N,N_SAJOS,1
4053,sms,näđđjummuš,N,N_MAINSTUMMUSH,2
4055,sms,koon poodd,Adv,ADV_,X
4056,sms,koonn poodd,Adv,ADV_,X
4058,sms,ååsktõs,N,N_SAJOS,1
4060,sms,suõrmmkuäʹǩǩ,N,N_JEAQNNN,1
4062,sms,pueʹrrtättõsân,Adv,ADV_,X
4064,sms,kärddai,N,N_PRSPRC-VXYY-AI,X
4065,sms,raajji,N,N_PRSPRC-VVCC-I,X
4066,sms,čiõhtti,N,N_PRSPRC-VWHYY-I,X
4067,sms,sälvvai,N,N_PRSPRC-VXYY-AI,X
4069,sms,sueʹǩǩlõstt,N,N_ALGG,1
4072,sms,skuʹrrtummuš,N,N_MAINSTUMMUSH,2
4074,sms,oʹlvvjed,V,V_VOQLLJED,4
4076,sms,seâllmõš,N,N_SAJOS,1
4078,sms,jäälaiseäʹbrr,N,N_JEAQRMM,1
4081,sms,friskksmummuš,N,N_MAINSTUMMUSH,2
4083,sms,čuâvvai,A,A_PRSPRC-VWCC-AI,X
4084,sms,čuâvvlõs,A,A-ATTR_,X
4086,sms,elemeʹntt,N,N_TEQSTT,1
4088,sms,sorččad,V,V_SARNNAD,1
4089,sms,sõrččad,V,IV_SARNNAD,1
4090,sms,ǩeässjed,V,IV_JEAELLLJED,4
4091,sms,repččad,V,V_SARNNAD,1
4093,sms,viʹsǩǩespuälaž,N,N_PRE-PEESSAZH,3
4095,sms,vuõiddâd,V,V_VUOIDDYD,1
4096,sms,käʹcǩǩed,V,V_CEQPCCED,1
4097,sms,påhssad,V,V_POAHSSAD,1
4098,sms,säʹlbbeed,V,V_TEEQMEED,2
4100,sms,čårr,N,N_PESS,1
4102,sms,eeʹttiǩ,N,N_AACCIKH,2
4103,sms,võboršeǩ,N,N_KAADHNEKH,1
4105,sms,påʹʒʒlõõttmõš,N,N_SAJOS,1
4106,sms,puuštčõõttmõš,N,N_SAJOS,1
4108,sms,dovoʹlna,Adv,ADV_,X
4110,sms,pirrõs-suâjlaž,A,A_MEERSAZH,1
4112,sms,teâhhrâʹstted,V,V_CEQPCCED,1
4114,sms,sǩieʹrččjeei,A,A_PRSPRC-EEI,3
4115,sms,šuõršjeei,A,A_PRSPRC-EEI,3
4117,sms,nokkrâsttmõš,N,N_SAJOS,1
4119,sms,räiʹpp,N,N_SAIQMM,1
4121,sms,pååđeld,Adv,ADV_,X
4123,sms,neuʹrrjõõvvâd,V,IV_LAUKKOOLLYD,1
4125,sms,kaggõđškueʹtted,V,V_SHKUEAQTTED,1
4127,sms,viǯǯled,V,V_KHIORGGNED,3
4129,sms,vuõʹrjjuum,A,A_PSS-PRFPRC,X
4131,sms,piʹrǧǧummuš,N,N_MAINSTUMMUSH,2
4133,sms,viilpčõõttâd,V,V_LAUKKOOLLYD,1
4135,sms,raʹsǩǩeed,V,V_TEEQMEED,2
4137,sms,temmned,V,V_VUEJTED,3
4138,sms,njuõccâd,V,IV_CHIOKKYD,1
4140,sms,juukkâmpåʹcc,N,N_LOAQDD,1
4142,sms,mieʹlli,A,A_,X
4143,sms,meâllas,A,A-ATTR_,X
4145,sms,jeännadiʹʒʒe,N,N_,X
4147,sms,ceeʹljõʹstti,A,A_PRSPRC-VXYY-I,X
4149,sms,media,N,N_BIOLOGIA,3
4151,sms,šuuʹreemsteehl,N,N_MEER,1
4153,sms,tolstõõllâd,V,V_LAUKKOOLLYD,1
4155,sms,luõsstääiʹneǩ,N,N_KAADHNEKH,1
4156,sms,zääbbar,N,N_SOAOABBAR,2
4158,sms,sǩiâlmm,A,A_,X
4159,sms,peʹlbb,A,A_,X
4160,sms,pelbbai,A,A_SAELTTAI,X
4161,sms,peeʹlbes,A,A-ATTR_,X
4162,sms,pelbbas,A,A-ATTR_,X
4164,sms,jeällsââʹjjkåʹdd,N,N_LOAQDD,1
4166,sms,ruõkkâmpoodd,Adv,ADV_,X
4168,sms,nõmmõs,N,N_SAJOS,1
4170,sms,rainnâd,V,V_AIBBYD,1
4171,sms,ceunsted,V,V_JOARGXSTED,3
4173,sms,kååraǩ-kuâtt,N,N_NEAVVV,1
4175,sms,kažldõõttâd,V,V_LAUKKOOLLYD,1
4177,sms,rääpplõõtti,N,N_PRSPRC-VVCC-I,X
4179,sms,čorggsânji,Adv,ADV_,X
4181,sms,tuåimtemǩeʹrjj,N,N_KHEQRJJ,1
4183,sms,ročkkjed,V,V_KUYDHDHDHJED,4
4185,sms,kuäivvad vuäj,V,V_,5
4187,sms,poppâʹtted,V,TV_KAEQTTED,1
4189,sms,moojjeei,N,N_PRSPRC-EEI,X
4191,sms,lieʹnnjsted,V,V_KHEEQRJTED,3
4192,sms,pââjas jueʹlji liâššâd,V,V_PIYSSYD,1
4193,sms,livveed,V,V_SILTTEED,2
4194,sms,liâššâd,V,V_PIYSSYD,1
4195,sms,kuärjjed,V,V_KUYDHDHDHJED,X
4197,sms,skääđđ,N,N_SHOOMM,1
4198,sms,vädd,N,N_AKK,1
4199,sms,häiʹtt,N,N_PAIQKHKH,1
4201,sms,fäʹtted,V,V_KAEQTTED,1
4202,sms,riʹttjed,V,V_VOQLLJED,4
4203,sms,peʹštted,V,V_CEQPCCED,1
4204,sms,riʹjttjed,V,V_VOQLLJED,4
4206,sms,saaǥǥtuõʹllʼjeei,N,N_PRSPRC-EEI,X
4208,sms,leuʹddčeäʹpp,A,A_JEAQNNN,1
4209,sms,čieʹppes,A,A-ATTR_,X
4211,sms,luäkkai,N,N_PRSPRC-VWCCC-AI,X
4213,sms,juŋstõõllmõš,N,N_SAJOS,1
4215,sms,täuʹǩsted,V,V_KAQRJSTED,3
4217,sms,vääjas,N,N_KOAOAVAS,2
4219,sms,njoikkmõš,N,N_SAJOS,1
4220,sms,iiđtõõllmõš,N,N_SAJOS,1
4222,sms,žaar,N,N_PLAAN,X
4224,sms,ǩeʹrjjkuusiǩ,N,N_AACCIKH,2
4226,sms,mueʹrjid uussâd,V,V_,5
4228,sms,sueʹǩǩommal,N,N_AANAR,2
4230,sms,võboršeǩlistt,N,N_ALGG,1
4232,sms,čuõccâd,V,V_CHIOKKYD,1
4234,sms,sǩeârmtõõvvmõš,N,N_SAJOS,1
4236,sms,suäđđõõvvmõš,N,N_SAJOS,1
4238,sms,kuõssvueʹmm,N,N_KUEQLL,1
4239,sms,lâstt,N,N_ALGG,1
4241,sms,miirham,N,N_,X
4243,sms,prizoov-väʹlddjemvuõtt,N,N_MUORR,1
4245,sms,pieʹccmeäʹcc,N,N_JEAQNNN,1
4247,sms,vâjjõs,N,N_SAJOS,1
4249,sms,piijjâd ǩeeʹrj ool,V,V_,5
4251,sms,äuʹǩǩeed,V,V_TEEQMEED,2
4253,sms,njiõʒʒi,N,N_PRSPRC-VWCC-I,X
4254,sms,låʹǧǧi,N,N_PRSPRC-VCC-I,X
4256,sms,pillšõõvvâm,A,A_AANAR,2
4258,sms,ǩieʹsspiõgg,N,N_RUOCCC,1
4260,sms,päärr,N,N_SHOOMM,1
4262,sms,grillist päʹštted,V,V_,5
4264,sms,viõǥǥtõõvvâd,V,IV_LAUKKOOLLYD,1
4265,sms,huânnʼned,V,V_VUEJTED,3
4266,sms,njuõrrâd,V,V_HUOLLYD,1
4268,sms,išttâd,V,V_TOBDDYD,1
4270,sms,čõõlli,A,A_PRSPRC-VVCC-I,X
4272,sms,kuõlbânsuuʹlemseitikk,N,N_PAPP,1
4275,sms,pâurrõõttmõš,N,N_SAJOS,1
4277,sms,sähssvuõtt,N,N_MUORR,1
4279,sms,suõrggnummuš,N,N_MAINSTUMMUSH,2
4281,sms,ruõttâd,V,V_PIOGGGYD,1
4282,sms,kâʹrdded,V,V_CEQPCCED,1
4284,sms,peäggteei,N,N_PRSPRC-EEI,X
4286,sms,tuâjjvuõttgraadd,N,N_PLAAN,X
4288,sms,njuõlggned,V,V_KHIORGGNED,3
4289,sms,vuõiggned,V,V_KHIORGGNED,3
4290,sms,ǩeäʹrǥeed,V,V_TEEQMEED,2
4292,sms,vuõiʹnni,N,N_PRSPRC-VWCC-I,X
4294,sms,norddšummuš,N,N_MAINSTUMMUSH,2
4295,sms,saaččlummuš,N,N_MAINSTUMMUSH,2
4296,sms,njaalǥhâttmõš,N,N_SAJOS,1
4298,sms,čuäʹjtõõtti,A,A_PRSPRC-VVCC-I,X
4300,sms,kälvv,N,N_AELDD,1
4301,sms,cuʹssnäuʹll,N,N_JAUQRR,1
4302,sms,cuʹss,N,N_NUQBB,1
4304,sms,šlaammâd,V,V_POOLLYD,1
4305,sms,šuummâd,V,V_POOLLYD,1
4307,sms,heibbampäiʹǩǩ,N,N_PAIQKHKH,1
4309,sms,sueiʹnn-nuõpp,N,N_MUORR,1
4311,sms,kueʹddemkõskk,N,N_ALGG,1
4313,sms,läʹbllʼjõõvvi,A,A_PRSPRC-VVCC-I,X
4315,sms,ǩeʹrjjhaursteei,N,N_PRSPRC-EEI,X
4317,sms,vueʹǩǩšõs,A,A-ATTR_,X
4318,sms,vueʹǩǩeš,A,A_JAELLASH,X
4320,sms,luõikâs,N,N_VUOIVYS,2
4321,sms,läinn,N,N_KAQLBB,1
4323,sms,tâʹrvvčuâǥǥas,N,N_CHUYGXGXAS,2
4325,sms,lopptuâjj,N,N_TUYJJ,1
4327,sms,vueʹjteei,N,N_PRSPRC-EEI,X
4328,sms,viõǥǥteei,N,N_PRSPRC-EEI,X
4330,sms,meälttai,N,N_PRSPRC-VWXYY-AI,X
4332,sms,čiõǥǥâr,N,N_CHIOGXGXYR,2
4333,sms,veeitlõs,A,A_SAJOS,1
4334,sms,årdd,N,N_AELDD,1
4336,sms,tiânnai,N,N_PRSPRC-VWCC-AI,X
4337,sms,reuʹnnʼjeei,N,N_PRSPRC-EEI,X
4339,sms,bummšneǩ,N,N_KAADHNEKH,1
4340,sms,kåʹššel,N,N_AANAR,2
4342,sms,kolumnn,N,N_ALGG,1
4344,sms,nuõreei,A,A_PRSPRC-EEI,3
4346,sms,tiârrâd,V,V_SUOAPPYD,1
4347,sms,tiârsted,V,V_KHIORGGNED,3
4349,sms,jiõŋŋčuâǥǥas,N,N_CHUYGXGXAS,2
4351,sms,aggâd,A,A_VISKKYD,2
4353,sms,šeeʹlled kueʹl,V,V_,5
4354,sms,kueʹlšeeʹlled,V,V_JOAQTTED,1
4356,sms,čuâǥǥasjååʹttemstrooiʹtel,N,N_STROOIQTEL,2
4358,sms,nääuʹl soojtummuš,N,N_MAINSTUMMUSH,2
4359,sms,kleäppjummuš,N,N_MAINSTUMMUSH,2
4361,sms,čuâvvmõš,N,N_SAJOS,1
4364,sms,čueʹrbb,A,A_MUEQRJJ,1
4365,sms,čueʹrbes,A,A-ATTR_,X
4367,sms,čuõmârnallšeʹmes,A,A-ATTR_,X
4368,sms,čuõmârnallšem,A,A_NALLSHEM,1
4370,sms,čeurrazvuäđanj,N,N_,X
4371,sms,eʹbrr,N,N_KAQLBB,1
4374,sms,käʹrrevräidd,N,N_AELDD,1
4375,sms,raajj,N,N_SHLAAJJ,1
4376,sms,vueʹmmräidd,N,N_AELDD,1
4378,sms,čuässad,V,V_REAEKKAD,1
4380,sms,kaiggnummuš,N,N_MAINSTUMMUSH,2
4381,sms,šeälggmõš,N,N_SAJOS,1
4382,sms,kääiǥummuš,N,N_MAINSTUMMUSH,2
4384,sms,päʹjjer,N,N_AANAR,2
4386,sms,ǩiõkkâd,V,V_CHIOKKYD,1
4388,sms,vääʹneld,Adv,ADV_,X
4390,sms,šâʹmmer,N,N_AANAR,2
4392,sms,ǩeuʹrrsuõrmâs,N,N_VUOIVYS,2
4393,sms,suõrmâs,N,N_VUOIVYS,2
4395,sms,puõiʹddkääʹrr,N,N_SAAQMM,1
4397,sms,cuäʹrtt,N,N_CHUAQRVV,1
4398,sms,čõrmm,N,N_ALGG,1
4400,sms,vuâŋŋamsââʹjj,N,N_PAAQJJ,1
4402,sms,uuʹlecteaʹtter,N,N_AANAR,2
4404,sms,kõineei,N,N_PRSPRC-EEI,X
4406,sms,reʹttlâsttmõš,N,N_SAJOS,1
4408,sms,ij-a,V,V-NEG_,5
4411,sms,kaʹlddi,N,N_PRSPRC-VXYY-I,X
4413,sms,kommandiitõhttõs,N,N_SAJOS,1
4415,sms,teeʹmes šeʹšnn,N,N_KAQLBB,1
4417,sms,låppeed,V,V_SOLLEED,2
4419,sms,stäpprõõššmõš,N,N_SAJOS,1
4421,sms,njiõlstõk,N,N_SAJOS,1
4423,sms,čueǯǯummuš,N,N_MAINSTUMMUSH,2
4425,sms,loommʼmõš,N,N_SAJOS,1
4427,sms,rieʹttev,N,N_AANAR,2
4428,sms,vuõiǥâs,N,N_VUOIVYS,2
4430,sms,Njauddâmsijdd,N,PROP_TOP_SIJDD,1
4432,sms,pieʹccmaadd,N,N_MAADD,3
4434,sms,ciileei,A,A_PRSPRC-EEI,3
4436,sms,miâreed,V,V_SILTTEED,2
4438,sms,pričasaaunâs,N,N_TAALKYS,2
4441,sms,låʹppõõttâd,V,V_LAUKKOOLLYD,1
4442,sms,låppõõttâd,V,V_LAUKKOOLLYD,1
4444,sms,neeuʹres,A,A-ATTR_,X
4445,sms,paavv,A,A_,X
4446,sms,paasniǩ,A,A_AACCIKH,2
4447,sms,paasnkõs,A,A-ATTR_,X
4448,sms,ǩeähnas,A,A-ATTR_,X
4450,sms,šääʹlʼjummuš,N,N_MAINSTUMMUSH,2
4452,sms,alttârkaavâs,N,N_VOONYS,2
4454,sms,määnpââipäʹlǩǩ,N,N_KAQLBB,1
4456,sms,jokkpoožn,N,N_PLAAN,X
4458,sms,mueʹrj ǩiõrggne,V,V_,5
4460,sms,kueʹli ǩiõjid tõppâd,Adv,ADV_,X
4462,sms,skuurummuš,N,N_MAINSTUMMUSH,2
4464,sms,jiuǯǯâd,V,V_AIBBYD,1
4467,sms,vuâđđvueʹppes,N,N_VUAQPPPES,2
4469,sms,subjeʹktt,N,N_TEQSTT,1
4471,sms,pââʹjded,V,V_KHEEQRJTED,3
4472,sms,pââiʹded,V,V_,3
4474,sms,täärmtõõvvi,A,A_PRSPRC-VVCC-I,X
4476,sms,taalkâsmieʹrr,N,N_MIEAQRR,1
4478,sms,jäälõõttmõš,N,N_SAJOS,1
4480,sms,kuurri,N,N_PRSPRC-VVCC-I,X
4482,sms,älsted,V,V_JAELSTED,3
4484,sms,suâppmõš,N,N_SAJOS,1
4486,sms,käccat,N,N_,X
4488,sms,miârkkpeiʹvv,N,N_PEIQVV,1
4490,sms,reddtõk,N,N_SAJOS,1
4491,sms,reddmädd,N,N_PESS,1
4493,sms,äissǩeâll,N,N_NEAVVV,1
4495,sms,kääʹcǩstõõttâd,V,V_LAUKKOOLLYD,1
4497,sms,ouddooumaž,N,N_OOUMAZH,X
4499,sms,siõjjkueʹtt,N,N_KUEAQTT,1
4501,sms,kuuʹǩǩmõs,Adv,ADV_,X
4503,sms,kåʹddsuõnn,N,N_MUORR,1
4505,sms,peʹrrjed,V,V_VOQLLJED,4
4506,sms,aʹrbbjed,V,V_VOQLLJED,4
4508,sms,kävvad,Adv,ADV_,X
4510,sms,jieʹlled,V,V_JIEAQLLED,1
4512,sms,räʹšǩǩummuš,N,N_MAINSTUMMUSH,2
4514,sms,aukktõõvvâd,V,IV_LAUKKOOLLYD,1
4515,sms,vackkjed,V,IV_KUOCCJED,4
4516,sms,cooǥǥtõõvvâd,V,IV_LAUKKOOLLYD,1
4518,sms,leikktaull,N,N_AUTT,1
4520,sms,jõskkmõš,N,N_SAJOS,1
4522,sms,šannjummuš,N,N_MAINSTUMMUSH,2
4524,sms,suâvveei,A,A_PRSPRC-EEI,3
4526,sms,naʹddjõs,N,N_SAJOS,1
4527,sms,naʹddjummuš,N,N_MAINSTUMMUSH,2
4529,sms,eeʹǩǩtuâjjpäiʹǩǩ,N,N_PAIQKHKH,1
4531,sms,šääʹlʼjed,V,V_VOQLLJED,4
4533,sms,määŋgmåkksaž,A,A_MEERSAZH,1
4535,sms,anttbiott,N,N_PAPP,1
4537,sms,vuõddmâstõõllâd,V,V_LAUKKOOLLYD,1
4539,sms,leeppteei,A,A_PRSPRC-EEI,3
4541,sms,lokksäʹlbb,N,N_KAQLBB,1
4542,sms,lokk,N,N_PAPP,1
4544,sms,puʹsǩǩ,N,N_KUQRCHCH,1
4546,sms,noortummuš,N,N_MAINSTUMMUSH,2
4548,sms,låʹppeed,V,V_TEEQMEED,2
4549,sms,aʹšttjed,V,V_VOQLLJED,4
4551,sms,granitt,N,N_PAPP,1
4554,sms,vuäʹrrevââlǥaž,N,N_KUYLAZH,3
4556,sms,dementt,N,N_ALGG,1
4558,sms,aaŋkâr,N,N_KOONTYR,2
4560,sms,kurssneǩ,N,N_KAADHNEKH,1
4562,sms,ǩiõtträäjaž,N,N_KUYLAZH,3
4564,sms,käinnmõš,N,N_SAJOS,1
4566,sms,tääras,Adv,ADV_,X
4568,sms,ämmatkuärgg,N,N_PEAELDD,1
4570,sms,loŋŋteei,A,A_PRSPRC-EEI,3
4571,sms,älšmõʹtti,A,A_PRSPRC-VCC-I,X
4574,sms,spraavʼvõõvvi,N,N_PRSPRC-VVCC-I,X
4576,sms,suõnn,N,N_MUORR,1
4578,sms,kuõst,N,N_MUOARD,3
4579,sms,kuõstšõŋŋ,N,N_TOLL,1
4581,sms,reäkkad,V,V_REAEKKAD,1
4583,sms,njiccnjõs,N,N_SAJOS,1
4584,sms,puäʹcǩǩ,N,N_CHUAQRVV,1
4585,sms,njiccǥõs,N,N_SAJOS,1
4587,sms,apostoll,N,N_TOLL,1
4589,sms,lââss,N,N_SAAKK,1
4590,sms,läss,N,N_PESS,1
4592,sms,häʹrvvned,V,V_KHEEQRJTED,3
4594,sms,vuäʹpstummuš,N,N_MAINSTUMMUSH,2
4596,sms,tuäʹŋǧǧ,A,A_CHUAQRVV,1
4599,sms,meäʹccmädd,N,N_PESS,1
4600,sms,vuʹvddmeäʹcc,N,N_JEAQNNN,1
4602,sms,peäʹsslõmm,N,N_TOLL,1
4603,sms,peäʹss,N,N_JEAQNNN,1
4605,sms,jäävtõõvvâd,V,V_LAUKKOOLLYD,1
4606,sms,aukkâd,V,V_AIBBYD,1
4607,sms,jääđtõõvvâd,V,IV_LAUKKOOLLYD,1
4609,sms,jieʹttšõddummuš,N,N_MAINSTUMMUSH,2
4611,sms,tõõrǥâsvuõtt,N,N_MUORR,1
4612,sms,soojteʹmesvuõtt,N,N_MUORR,1
4614,sms,tancci,N,N_PRSPRC-VXYY-I,X
4615,sms,tuõlmmi,N,N_PRSPRC-VWXYY-I,X
4617,sms,zooltõõvvâd,V,IV_LAUKKOOLLYD,1
4619,sms,vueʹččõõvvâd,V,V_LAUKKOOLLYD,1
4620,sms,palstõõvvâd,V,IV_LAUKKOOLLYD,1
4622,sms,vuʹvddšurr,N,N_TOLL,1
4623,sms,vuʹvddjååʹđteei,N,N_PRSPRC-EEI,X
4626,sms,laakk,N,N_SAAKK,1
4628,sms,ougglõsmättʼtõõttmõš,N,N_SAJOS,1
4630,sms,čoʹrǧǧes,A,A-ATTR_,X
4632,sms,viâhhmõš,N,N_SAJOS,1
4634,sms,mättjem-mieʹrr,N,N_MIEAQRR,1
4636,sms,šeeŋgjed,V,V_KUYDHDHDHJED,4
4637,sms,kaaggeed,V,V_SILTTEED,2
4639,sms,jânnam mieʹldd,Adv,ADV_,X
4641,sms,aʹrmmjed,V,V_VOQLLJED,4
4643,sms,vuälvuõtt,N,N_MUORR,1
4645,sms,puuʹlčiǩ,N,N_AACCIKH,2
4646,sms,påʹcc,N,N_LOAQDD,1
4647,sms,reäiʹǧǧpuuʹlčiǩ,N,N_AACCIKH,2
4649,sms,jiõnstemââʹǩǩ,N,N_CHAAQCC,1
4651,sms,kâripäll,N,N_PESS,1
4654,sms,siõmmnast,Adv,ADV_,X
4656,sms,špoukktummuš,N,N_MAINSTUMMUSH,2
4658,sms,šäärǥtõs,N,N_SAJOS,1
4660,sms,kueʹllparvv,N,N_ALGG,1
4662,sms,šolkk,N,N_ALGG,1
4664,sms,kueʹllčaaʹlli,N,N_PRSPRC-VVCC-I,X
4666,sms,nuâkkšed,V,V_KAEIGGSHED,3
4668,sms,pirstâttmõš,N,N_SAJOS,1
4669,sms,kõõrv,N,N_JUURD,3
4671,sms,tool,N,N_TOLL-PL,1
4673,sms,näʹǧǧeed,V,V_TEEQMEED,2
4674,sms,tiʹǧǧeed,V,V_TEEQMEED,2
4675,sms,vuârnted,V,V_VUEJTED,3
4677,sms,rååʹzzkaall,N,N_,X
4679,sms,šnuårtõõlli,N,N_PRSPRC-VVCC-I,X
4681,sms,sääʹmǩiõll,N,N_MUORR,1
4683,sms,leäškkad,V,V_KUAESTTAD,1
4685,sms,loopptõskorgg,N,N_ALGG,1
4687,sms,vuåššnueʹtt,N,N_KUEQSSS,1
4689,sms,äiddummuš,N,N_MAINSTUMMUSH,2
4691,sms,luäikkted,V,V_SHORRNED,3
4693,sms,reâuǥsuõjjmõš,N,N_SAJOS,1
4695,sms,tueʹlesveiʹǧǧ,N,N_PEIQVV,1
4696,sms,kuâus,N,N_KUYUS,3
4698,sms,tobdstâttmõš,N,N_SAJOS,1
4701,sms,roodnairuått,N,N_PUOAVV,1
4703,sms,tuõstti,N,N_PRSPRC_VWXYY-I,X
4705,sms,suâllǥääǥǥaž,A,A_KUYLAZH,3
4708,sms,suâppad,V,V_CEAKKKAD,1
4709,sms,rõppâd,V,V_ROVVYD,1
4710,sms,kõškkâd,V,V_TOBDDYD,1
4712,sms,moderneei,A,A_PRSPRC-EEI,3
4714,sms,kuttõõlli,N,N_PRSPRC-VVCC-I,X
4715,sms,vicctõõlli,N,N_PRSPRC-VVCC-I,X
4717,sms,riâddeed,V,V_SILTTEED,2
4718,sms,šiõttʼtõõllâd,V,V_LAUKKOOLLYD,1
4720,sms,korstõk,N,N_SAJOS,1
4722,sms,skruuʹvjeei,N,N_PRSPRC-EEI,X
4724,sms,jânnamkåʹdd,N,N_LOAQDD,1
4726,sms,jaam,N,N_KAAV,3
4728,sms,pokkumkäivv,N,N_AELDD,1
4730,sms,čõõllâd,V,V_POOLLYD,1
4732,sms,jääʹmmed,V,IV_JOAQTTED,1
4733,sms,kâʹlmmed,V,V_CEQPCCED,1
4735,sms,tõʹnnʼjed,V,V_VOQLLJED,4
4737,sms,sõõrvčuäʹrvvsäʹltt,N,N_KAQLBB,1
4739,sms,vuejjmõš,N,N_SAJOS,1
4740,sms,njeâʒkstummuš,N,N_MAINSTUMMUSH,2
4741,sms,tiârtummuš,N,N_MAINSTUMMUSH,2
4742,sms,viõǥǥtummuš,N,N_MAINSTUMMUSH,2
4743,sms,friitmõš,N,N_SAJOS,1
4745,sms,puâǥǥkõpp,N,N_TOLL,1
4747,sms,kull,N,N_TOLL,1
4750,sms,kâʹrǩǩed,V,V_CEQPCCED,1
4751,sms,cakkâd,V,V_ROVVYD,1
4753,sms,sääunõõvvi,N,N_PRSPRC-VVCC-I,X
4755,sms,tõpplâʹtted,V,V_KAEQTTED,1
4756,sms,aukstâʹtted,V,V_KAEQTTED,1
4758,sms,kõrcc,N,N_ALGG,1
4760,sms,seʹrddemkõskk,N,N_ALGG,1
4762,sms,muuʹttʼtem,A,A_NALLSHEM,1
4763,sms,muuʹttʼteʹm,A,A_NALLSHEM,1
4764,sms,mottjeteʹm,A,A_NALLSHEM,1
4765,sms,mottjetem,A,A_NALLSHEM,1
