ID,Kieli,Lekseemi,Sanaluokka,Jatkoleksikko,Taivutustyyppi
22844,sms,klasstõõlli,A,A_PRSPRC-VVCC-I,X
22845,sms,juâkkjõõvvi,A,A_PRSPRC-VVCC-I,X
22895,sms,staani,A,A_,X
22913,sms,kookksaž,A,A_MEERSAZH,1
22916,sms,tueʹŋǧes,A,A-ATTR_,X
22917,sms,tuäŋkkai,A,A_SAELTTAI,X
22935,sms,teâhrõs,A,A-ATTR_,X
22936,sms,teâhhar,A,A_,X
22987,sms,rieǯǯeei,A,A_PRSPRC-EEI,3
23058,sms,päärnainallšem,A,A_NALLSHEM,1
23059,sms,mâʹte siõmâž,A,A_,X
23067,sms,čuåkkneei,A,A_PRSPRC-EEI,3
23097,sms,spoortlaž,A,A_MEERSAZH,1
23111,sms,ååʹlles,A,A_KAAQLLES,2
23113,sms,positiivlaž,A,A_MEERSAZH,1
23114,sms,miõttlõs,A,A_SAJOS,1
23130,sms,jiiʹjjesǩiõllsaž,A,A_MEERSAZH,1
23155,sms,raujjeei,A,A_PRSPRC-EEI,3
23156,sms,rauʹjjes,A,A-ATTR_,X
23227,sms,kuälššai,A,A_SAELTTAI,X
23228,sms,kuõst,A,A_,X
23230,sms,kuälššas,A,A-ATTR_,X
23258,sms,tuärrai,A,A_PRSPRC-VWCC-AI,X
23274,sms,toʹrǩǩes,A,A-ATTR_,X
23275,sms,toʹrǩǩ,A,A_,X
23280,sms,roossai,A,A_PRSPRC-VVKK-AI,X
23281,sms,terššai,A,A_PRSPRC-VXYY-AI,X
23312,sms,leekkteʹm,A,A_NALLSHEM,1
23313,sms,leekktem,A,A_NALLSHEM,1
23336,sms,määʹrdes,A,A_KOAQSHKHES,X
23352,sms,orggnõʹsttum,A,A_PSS-PRFPRC,X
23379,sms,siâssi,A,A_,X
23384,sms,ǩiõʹlǧǧes,A,A-ATTR_,X
23387,sms,arkivjum,A,A_PSS-PRFPRC,X
23412,sms,torggas,A,A-ATTR_,X
23413,sms,torggai,A,A_PAERRAI,X
23442,sms,vueʹrdʼtem,A,A_NALLSHEM,1
23443,sms,vueʹrdʼteʹm,A,A_NALLSHEM,1
23453,sms,kõskkpoddsaž,A,A_MEERSAZH,1
23454,sms,kõskkäiggsaž,A,A_MEERSAZH,1
23491,sms,sekkai,A,A_PRSPRC-VCC-AI,X
23525,sms,taalkâstiõđlaž,A,A_MEERSAZH,1
23554,sms,alttõõlli,A,A_PRSPRC-VVCC-I,X
23558,sms,ååuʹcekksaž,A,A_MEERSAZH,1
23562,sms,kââlmčes,A,A-ATTR_,X
23563,sms,kââʹlmeč,A,A_AANAR,2
23580,sms,ǩiõrggnam,A,A_,X
23632,sms,tiõđlaž,A,A_MEERSAZH,1
23634,sms,peeʹlljteʹm,A,A_NALLSHEM,1
23635,sms,peeʹlljtem,A,A_NALLSHEM,1
23672,sms,ooumažnallšem,A,A_NALLSHEM,1
23674,sms,karbbi,A,A_PRSPRC-VXYY-I,X
23713,sms,pueʹrab,A,A_IS_ADJ-DER/COMP_ab,X
23727,sms,jääʹmteʹm,A,A_NALLSHEM,1
23728,sms,jääʹmtem,A,A_NALLSHEM,1
23730,sms,vueiʹneč,A,A_AANAR,2
23731,sms,vueiʹnčõs,A,A-ATTR_,X
23732,sms,čâʹlmmeš,A,A_JAELLASH,X
23737,sms,kaʹnnteei,A,A_PRSPRC-EEI,3
23780,sms,tõppjeei,A,A_PRSPRC-EEI,3
23793,sms,mâŋŋneei,A,A_PRSPRC-EEI,3
23861,sms,peeivõk,A,A_SAJOS,1
23865,sms,ääʹrbvuâlažnallšem,A,A_NALLSHEM,1
23897,sms,motstõõvvi,A,A_PRSPRC-VVCC-I,X
23915,sms,tõrǥsmeei,A,A_PRSPRC-EEI,3
23952,sms,ooddteʹm,A,A_NALLSHEM,1
23953,sms,ooddtem,A,A_NALLSHEM,1
23974,sms,miârkâlteʹm,A,A_NALLSHEM,1
23975,sms,miârkâltem,A,A_NALLSHEM,1
23982,sms,sähssal,A,A_AANAR,2
24018,sms,aarktlaž,A,A_MEERSAZH,1
24024,sms,kääzzkõʹstti,A,A_PRSPRC-VXYY-I,X
24025,sms,pävvrõõšši,A,A_PRSPRC-VVKK-I,X
24027,sms,kuõsklõʹtti,A,A_PRSPRC-VCC-I,X
24033,sms,jââlkõʹstti,A,A_PRSPRC-VXYY-I,X
24034,sms,põlvvtõõvvi,A,A_PRSPRC-VVCC-I,X
24044,sms,čååuʹjteʹm,A,A_NALLSHEM,1
24045,sms,čååuʹjtem,A,A_NALLSHEM,1
24051,sms,virksmõʹtti,A,A_PRSPRC-VCC-I,X
24080,sms,ǩeâllʼjeei,A,A_PRSPRC-EEI,3
24081,sms,sååʹvšeei,A,A_PRSPRC-EEI,3
24082,sms,seännai,A,A_PRSPRC-VWCC-AI,X
24122,sms,seeʹles,A,A-ATTR_,X
24123,sms,njuõccâm,A,A_AANAR,2
24124,sms,temmnam,A,A_,X
24156,sms,tuâddas,A,A-ATTR_,X
24157,sms,tuâddai,A,A_PRSPRC-VWCC-AI,X
24189,sms,seiʹbbes,A,A-ATTR_,X
24190,sms,seibbai,A,A_SAELTTAI,X
24211,sms,õõmsõs,A,A-ATTR_,X
24213,sms,viõʹlǧǧesvueiʹvv,A,A_VUEAIQVV,X
24265,sms,rõõđâskõõskâm,A,A_AANAR,2
24266,sms,vääʹrdeskõõskâm,A,A_AANAR,2
24274,sms,kâkkjam,A,A_,X
24278,sms,vuälggsõs,A,A-ATTR_,X
24279,sms,vuälggai,A,A_SAELTTAI,X
24306,sms,puârõõlli,A,A_PRSPRC-VVCC-I,X
24308,sms,raʹppes,A,A-ATTR_,X
24309,sms,rappâd,A,A_VISKKYD,2
24363,sms,miõtti,A,A_PRSPRC-VWCC-I,X
24396,sms,jeäskkjõž,A,A_,X
24436,sms,ruânnai,A,A_PRSPRC-VWCC-AI,X
24495,sms,koikkšeei,A,A_PRSPRC-EEI,3
24504,sms,cõõjõõđeei,A,A_PRSPRC-EEI,3
24528,sms,ǩeäppneei,A,A_PRSPRC-EEI,3
24532,sms,vuõssklaassaž,A,A_MEERSAZH,1
24533,sms,priima,A,A_,X
24534,sms,sami šiõǥǥ,A,A_,X
24543,sms,seämmasiisklâž,A,A_,X
24547,sms,siiʹsǩmõs,A,A_HAS_ADJ-DER/SUPERL_mws,X
24552,sms,aʹrvveemnallšem,A,A_NALLSHEM,1
24558,sms,vuâkksaž,A,A_MEERSAZH,1
24576,sms,šuõrššjõõtti,A,A_PRSPRC-VVCC-I,X
24624,sms,lekkas,A,A-ATTR_,X
24625,sms,lekkai,A,A_SAELTTAI,X
24635,sms,ǩiõđteʹm,A,A_NALLSHEM,1
24636,sms,ǩiõđtem,A,A_NALLSHEM,1
24640,sms,måttneei,A,A_PRSPRC-EEI,3
24641,sms,morddjeei,A,A_PRSPRC-EEI,3
24651,sms,ǩeäʹʒʒnõõvvi,A,A_PRSPRC-VVCC-I,X
24659,sms,priʹmeârlaž,A,A_MEERSAZH,1
24668,sms,sueiʹnnõõvvi,A,A_PRSPRC-VVCC-I,X
24670,sms,puõllʼjõʹtti,A,A_PRSPRC-VCC-I,X
24697,sms,uʹvjji,A,A_JIOQNNI,X
24705,sms,krååvai,A,A_SAELTTAI,X
24706,sms,krååʹves,A,A-ATTR_,X
24720,sms,pâssas,A,A-ATTR_,X
24733,sms,târvvas,A,A-ATTR_,X
24734,sms,târvvai,A,A_SAELTTAI,X
24740,sms,âʹǩǩes,A,A-ATTR_,X
24767,sms,aalǥlaž,A,A_MEERSAZH,1
24791,sms,teäddjeei,A,A_PRSPRC-EEI,3
24792,sms,teäʹppnjõõvvi,A,A_PRSPRC-VVCC-I,X
24842,sms,leezzteei,A,A_PRSPRC-EEI,3
24850,sms,vackki,A,A_PRSPRC-VXYY-I,X
24884,sms,pääiʹǩteʹm,A,A_NALLSHEM,1
24885,sms,pääiʹǩtem,A,A_NALLSHEM,1
24907,sms,vuämmneei,A,A_PRSPRC-EEI,3
24908,sms,puärsmeei,A,A_PRSPRC-EEI,3
24938,sms,tuõsttâl,A,A_AANAR,2
24939,sms,smeʹllkõs,A,A-ATTR_,X
24940,sms,tuõsttlõs,A,A-ATTR_,X
24941,sms,tuõstti,A,A_PRSPRC-VWXYY-I,X
24981,sms,tõõrǥeei,A,A_PRSPRC-EEI,3
25026,sms,vuõss-sâjjsaž,A,A_MEERSAZH,1
25059,sms,årddnjuuʹnn,A,A_,X
25060,sms,čokknjuuʹnn,A,A_,X
25094,sms,kuäʹmmrõʹstti,A,A_PRSPRC-VXYY-I,X
25105,sms,suuʹlmallaš,A,A_MEERSAZH,X
25122,sms,tuunallšem,A,A_NALLSHEM,1
25151,sms,õlggum,A,A_PSS-PRFPRC,X
25153,sms,roodteʹm,A,A_NALLSHEM,1
25154,sms,roodtem,A,A_NALLSHEM,1
25173,sms,ročmmsallaš,A,A_TOBDDSALLASH,X
25175,sms,kaaddčõõtti,A,A_PRSPRC-VVCC-I,X
25176,sms,kaađčõs,A,A_SAJOS,1
25180,sms,apostoolʼlaž,A,A_MEERSAZH,1
25191,sms,viõlli,A,A_PRSPRC-VWCC-I,X
25223,sms,ooudeemnallšem,A,A_NALLSHEM,1
25306,sms,luäǯǯas,A,A-ATTR_,X
25307,sms,luäʹnes,A,A-ATTR_,X
25308,sms,lueʹnn,A,A_,X
25367,sms,njonnai,A,A_SAELTTAI,X
25368,sms,njonnas,A,A-ATTR_,X
25371,sms,målljai,A,A_PRSPRC-VCC-AI,X
25375,sms,pagsteei,A,A_PRSPRC-EEI,3
25389,sms,priimmi,A,A_PRSPRC-VVCC-I,X
25396,sms,leâstt,A,A_,X
25404,sms,tuuččeei,A,A_PRSPRC-EEI,3
25474,sms,kastteei,A,A_PRSPRC-EEI,3
25493,sms,ođđnallšem,A,A_NALLSHEM,1
25529,sms,škoorteei,A,A_PRSPRC-EEI,3
25533,sms,säʹrres,A,A-ATTR_,X
25534,sms,särrai,A,A_SAELTTAI,X
25546,sms,määʹrjeei,A,A_PRSPRC-EEI,3
25547,sms,såʹlleei,A,A_PRSPRC-EEI,3
25549,sms,kuäʹǩǩ,A,A_JEAQNNN,1
25605,sms,šueʹršši,A,A-ATTR_,X
25606,sms,šuârš,A,A_,X
25632,sms,tuejjuum,A,A_PSS-PRFPRC,X
25633,sms,rajjum,A,A_PSS-PRFPRC,X
25661,sms,tuärjjeemââʹnteei,A,A_PRSPRC-EEI,3
25673,sms,ruâcceei,A,A_PRSPRC-EEI,3
25677,sms,mäddvuâlaž,A,A_KUYLAZH,3
25706,sms,vuõlggleei,A,A_PRSPRC-EEI,3
25708,sms,čuõppum,A,A_PSS-PRFPRC,X
25747,sms,vieʹnccteʹm,A,A_NALLSHEM,1
25748,sms,vieʹnctem,A,A_NALLSHEM,1
25749,sms,vieʹncctem,A,A_NALLSHEM,1
25750,sms,vieʹncteʹm,A,A_NALLSHEM,1
25766,sms,staurrnõʹddi,A,A_,X
25767,sms,lâʹsmmeei,A,A_PRSPRC-EEI,3
25786,sms,äävas,A,A_,X
25799,sms,moʹttjeei,A,A_PRSPRC-EEI,3
25800,sms,muâccleei,A,A_PRSPRC-EEI,3
25808,sms,skõrkki,A,A_PRSPRC-VXYY-I,X
25814,sms,germaanlaž,A,A_MEERSAZH,1
25818,sms,âbrrai,A,A_SAELTTAI,X
25908,sms,räjjlõs,A,A-ATTR_,X
25936,sms,sveiccjânnmallaš,A,A_TOBDDSALLASH,X
25988,sms,špooukteeei,A,A_PRSPRC-EEI,3
26000,sms,čååǥǥõõtti,A,A_PRSPRC-VVCC-I,X
26002,sms,šuõrššõs,A,A-ATTR_,X
26003,sms,šuõršši,A,A_,X
26032,sms,šuätkkjeei,A,A_PRSPRC-EEI,3
26049,sms,eeuʹntem,A,A_NALLSHEM,1
26050,sms,eeuʹnteʹm,A,A_NALLSHEM,1
26052,sms,õõlǥtem,A,A_,X
26097,sms,kuärjeei,A,A_PRSPRC-EEI,3
26098,sms,cuälkkai,A,A_PRSPRC-VWXYY-AI,X
26142,sms,näkkam,A,A_,X
26143,sms,näuʹddem,A,A_,X
26144,sms,näʹbddem,A,A_,X
26145,sms,näkam,A,A_,X
26171,sms,mieʹttmiõllsaž,A,A_MEERSAZH,1
26175,sms,tuʹbbmõs,A,A_IS_ADJ-DER/SUPERL_mws,X
26201,sms,tõʹrres,A,A-ATTR_,X
26265,sms,vuâstbuž,A,A_PIISSUZH,X
26376,sms,tuåmeei,A,A_PRSPRC-EEI,3
26398,sms,åårramǩanai,A,A_,X
26399,sms,åårramǩani,A,A_,X
26410,sms,njuõʹlǧǧes,A,A-ATTR_,X
26411,sms,njuõʹlǧǧi,A,A_JIOQNNI,X
26474,sms,illšteei,A,A_PRSPRC-EEI,3
26476,sms,härvvai,A,A_PRSPRC-VXYY-AI,X
26489,sms,meerkååddlaž,A,A_MEERSAZH,1
26512,sms,šuäggai,A,A_PRSPRC-VWCCC-AI,X
26513,sms,šååkkai,A,A_PRSPRC-VVKK-AI,X
26527,sms,nânsmõʹtti,A,A_PRSPRC-VCC-I,X
26552,sms,kuõppjam,A,A_,X
26591,sms,põrrsõõvvi,A,A_PRSPRC-VVCC-I,X
26600,sms,saanjueʹlǧǧ,A,A_MUEQRJJ,1
26625,sms,uvjjsõõus,A,A_SOOUS,2
26639,sms,suäŋŋai,A,A_PRSPRC-VWCC-AI,X
26668,sms,škaaleei,A,A_PRSPRC-EEI,3
26683,sms,väckkam,A,A_,X
26711,sms,veerǥlaž,A,A_MEERSAZH,1
26727,sms,äinnai,A,A_PRSPRC-VXYY-AI,X
26771,sms,hoorteei,A,A_PRSPRC-EEI,3
26797,sms,reäčkteei,A,A_PRSPRC-EEI,3
26821,sms,ceärstai,A,A_,X
26824,sms,jäđsmõõvvi,A,A_PRSPRC-VVCC-I,X
26825,sms,juâmmjõõvvi,A,A_PRSPRC-VVCC-I,X
26839,sms,čueʹttsaž,A,A_MEERSAZH,1
26843,sms,päkkai,A,A_SAELTTAI,X
26844,sms,päkksõs,A,A-ATTR_,X
26875,sms,šäurri,A,A_,X
26876,sms,šääuʹres,A,A-ATTR_,X
26877,sms,čiuuʹres,A,A-ATTR_,X
26878,sms,čiurri,A,A_,X
26880,sms,njespokai,A,A_SAELTTAI,X
26883,sms,teuʹǩǩes,A,A-ATTR_,X
26884,sms,teukkâd,A,A_VISKKYD,2
26895,sms,levrdõk,A,A_SAJOS,1
26930,sms,skuureei,A,A_PRSPRC-EEI,3
26974,sms,leujjlõs,A,A-ATTR_,X
27004,sms,tillõõtti,A,A_PRSPRC-VVCC-I,X
27005,sms,pärččšeei,A,A_PRSPRC-EEI,3
27032,sms,ǩeârjjai,A,A_SAELTTAI,X
27035,sms,lõbtti,A,A_PRSPRC-VXYY-I,X
27037,sms,puåtkkneei,A,A_PRSPRC-EEI,3
27090,sms,occâkka,A,A_,X
27108,sms,šõddâmveäđaž,A,A_KUYLAZH,3
27109,sms,emanšõddâm,A,A_AANAR,2
27122,sms,ǩilggâd,A,A_VISKKYD,2
27123,sms,ǩiʹlǧǧes,A,A-ATTR_,X
27136,sms,vaarčõs,A,A-ATTR_,X
27137,sms,vaarčõʹssi,A,A_,X
27139,sms,lõʹddi,A,A_,X
27141,sms,kuʹǩesvuärddsaž,A,A_MEERSAZH,1
27149,sms,taarbteʹm,A,A_NALLSHEM,1
27150,sms,taarbtem,A,A_NALLSHEM,1
27171,sms,pråppääm,A,A_,X
27192,sms,tolvsteei,A,A_PRSPRC-EEI,3
27197,sms,kõnni,A,A_,X
27198,sms,kõʹnnes,A,A-ATTR_,X
27199,sms,robbai,A,A_SAELTTAI,X
27209,sms,äʹhttemveäđaž,A,A_KUYLAZH,3
27238,sms,kääʹmes,A,A_KAAQMES,X
27262,sms,käʹčmmer,A,A_AANAR,X
27263,sms,käʹčmrõs,A,A-ATTR_,X
27271,sms,obb,A,A-ATTR_,X
27287,sms,čuäggas,A,A-ATTR_,X
27288,sms,čuäggai,A,A_SAELTTAI,X
27309,sms,vuäivvõõttâm,A,A_AANAR,2
27364,sms,ååʹbleǩmättnallšem,A,A_NALLSHEM,1
27377,sms,ruäčkteei,A,A_PRSPRC-EEI,3
27396,sms,åårrai,A,A_PRSPRC-VVCC-AI,X
27408,sms,ruešš,A,A_,X
27419,sms,peʹlǩǩeei,A,A_PRSPRC-EEI,3
27429,sms,njaukkeei,A,A_PRSPRC-EEI,3
27451,sms,njeuʹllõs,A,A-ATTR_,X
27474,sms,polsttjõõvvâm,A,A_AANAR,2
27477,sms,äbsteei,A,A_PRSPRC-EEI,3
27483,sms,eeʹttleei,A,A_PRSPRC-EEI,3
27486,sms,roppâs,A,A-ATTR_,X
27487,sms,rååslai,A,A_SAELTTAI,X
27488,sms,rååslâs,A,A-ATTR_,X
27489,sms,roʹppi,A,A_JIOQNNI,X
27498,sms,kõõcktõõtti,A,A_PRSPRC-VVCC-I,X
27499,sms,hiâvtõõtti,A,A_PRSPRC-VVCC-I,X
27525,sms,vuõʹmmi,A,A_JIOQNNI,X
27526,sms,kobdd,A,A-ATTR_,X
27527,sms,vuõʹmmes,A,A-ATTR_,X
27540,sms,pääčkteei,A,A_PRSPRC-EEI,3
27541,sms,toolčteei,A,A_PRSPRC-EEI,3
27546,sms,šuõnsteei,A,A_PRSPRC-EEI,3
27571,sms,tänccjõõvvi,A,A_PRSPRC-VVCC-I,X
27572,sms,stamlmõõvvi,A,A_PRSPRC-VVCC-I,X
27618,sms,pääʹccemnallšem,A,A_NALLSHEM,1
27636,sms,lekklvaž,A,A_MEERSAZH,1
27642,sms,tiuddeei,A,A_PRSPRC-EEI,3
27648,sms,välddai,A,A_SAELTTAI,X
27649,sms,vääʹldtem,A,A_NALLSHEM,1
27654,sms,teäddâlmnallšeʹm,A,A_NALLSHEM,1
27655,sms,teäddâlmnallšem,A,A_NALLSHEM,1
27656,sms,teäddlaž,A,A_MEERSAZH,1
27657,sms,teäddal,A,A_AANAR,2
27658,sms,teäddâlmnallšeʹmes,A,A-ATTR_,X
27672,sms,čaaǥǥatem,A,A_NALLSHEM,1
27673,sms,čaaǥǥateʹm,A,A_NALLSHEM,1
27727,sms,sõkklõõvvâm,A,A_AANAR,2
27750,sms,nuʹbb,A,A_NUQBB,1
27775,sms,tõiŋsǩeei,A,A_PRSPRC-EEI,3
27784,sms,takstõõlli,A,A_PRSPRC-VVCC-I,X
27815,sms,seäggneei,A,A_PRSPRC-EEI,3
27845,sms,vaʹstteei,A,A_PRSPRC-EEI,3
27846,sms,koʹrvveei,A,A_PRSPRC-EEI,3
27873,sms,päälklaž,A,A_MEERSAZH,1
27936,sms,jõõreei,A,A_PRSPRC-EEI,3
27971,sms,kâlmmam,A,A_,X
28010,sms,tallǥallaš,A,A_TOBDDSALLASH,X
28030,sms,häämtem,A,A_NALLSHEM,1
28031,sms,häämteʹm,A,A_NALLSHEM,1
28076,sms,lassi,A,A_,X
28077,sms,laʹsses,A,A-ATTR_,X
28094,sms,päʹšttjeei,A,A_PRSPRC-EEI,3
28128,sms,njaʹrbbes-sõõus,A,A_SOOUS,2
28146,sms,čuâggeei,A,A_PRSPRC-EEI,3
28167,sms,kueissai,A,A_PRSPRC-VWXYY-AI,X
28168,sms,kueissõs,A,A-ATTR_,X
28176,sms,šošnnlõõvvi,A,A_PRSPRC-VVCC-I,X
28184,sms,vaʹrrjum,A,A_PSS-PRFPRC,X
28197,sms,ruõstʼtem,A,A_NALLSHEM,1
28198,sms,ruõstʼteʹm,A,A_NALLSHEM,1
28216,sms,åskkai,A,A_PRSPRC-VXYY-AI,X
28219,sms,ǩeärččai,A,A_PRSPRC-VWXYY-AI,X
28220,sms,ǩiiǯǯeei,A,A_PRSPRC-EEI,3
28241,sms,râddai,A,A-ATTR_,X
28242,sms,râddas,A,A_,X
28244,sms,šiõttlõõvvi,A,A_PRSPRC-VVCC-I,X
28292,sms,seeʹlves,A,A-ATTR_,X
28293,sms,puuʹt,A,A_,X
28294,sms,käälǥas,A,A_VEEIDAS,X
28295,sms,čiõlgg,A,A-ATTR_,X
28315,sms,seäʹbrrkååddlaž,A,A_MEERSAZH,1
28317,sms,vuejjamneävvpuâttlaž,A,A_MEERSAZH,1
28327,sms,ruâpssjeei,A,A_PRSPRC-EEI,3
28328,sms,ročkkjeei,A,A_PRSPRC-EEI,3
28399,sms,hääʹlbab,A,A_IS_ADJ-DER/COMP_ab,X
28403,sms,ǩiõlddum,A,A_PSS-PRFPRC,X
28406,sms,pliâššlõõvvi,A,A_PRSPRC-VVCC-I,X
28409,sms,norrum,A,A_PSS-PRFPRC,X
28420,sms,kuuʹǩǩeei,A,A_PRSPRC-EEI,3
28453,sms,dragacennai,A,A_SAELTTAI,X
28509,sms,käʹcǩšnõõvvâm,A,A_AANAR,2
28517,sms,määŋgčåkkai,A,A_SAELTTAI,X
28518,sms,määŋgčåkksaš,A,A-ATTR_,X
28520,sms,tänâlmmsaž,A,A_MEERSAZH,1
28531,sms,nelljtäkkšem,A,A_NALLSHEM,1
28532,sms,nelljtäkkšeʹmes,A,A-ATTR_,X
28547,sms,leuʹddjeeʹes,A,A_,X
28581,sms,čääppõʹtti,A,A_PRSPRC-VCC-I,X
28583,sms,mieʹtǩes,A,A-ATTR_,X
28584,sms,meäʹtǩǩ,A,A_JEAQRMM,1
28612,sms,cõõkki,A,A_PRSPRC-VVKK-I,X
28683,sms,muerjjas,A,A-ATTR_,X
28684,sms,mueʹrjji,A,A_,X
28693,sms,terškkai,A,A_PRSPRC-VXYY-AI,X
28694,sms,terkkšõs,A,A-ATTR_,X
28726,sms,ââʹnnemläʹšǩǩ,A,A_,X
28727,sms,lääʹšǩes,A,A-ATTR_,X
28730,sms,audiovisuaalʼlaž,A,A_MEERSAZH,1
28732,sms,reggsab,A,A_IS_ADJ-DER/COMP_kwlmmsab,X
28734,sms,lääʹšǩnallšem,A,A_NALLSHEM,1
28747,sms,ooudeem-miõllsaž,A,A_MEERSAZH,1
28782,sms,heäjas,A,A-ATTR_,X
28783,sms,rââʹžžes,A,A-ATTR_,X
28784,sms,heäjj,A,A_TUYJJ,X
28793,sms,paʹštti,A,A_PRSPRC-VXYY-I,X
28801,sms,siiʹsǩpeälaž,A,A_KUYLAZH,3
28850,sms,ceeʹljeei,A,A_PRSPRC-EEI,3
28872,sms,ǩiõllsiltteei,A,A_PRSPRC-EEI,3
28933,sms,käinnšõs,A,A-ATTR_,X
28937,sms,veʹrddeemnallšem,A,A_NALLSHEM,1
28962,sms,kaarčeei,A,A_PRSPRC-EEI,3
28970,sms,jieʹllemäiggsaž,A,A_MEERSAZH,1
29006,sms,liikkeeʹes,A,A-ATTR_,X
29007,sms,liikkei,A,A_,X
29045,sms,määuʹsteʹm,A,A_NALLSHEM,1
29046,sms,määuʹstem,A,A_NALLSHEM,1
29050,sms,oouʹdbuž,A,A_,X
29058,sms,siivvi,A,A_PRSPRC-VVCC-I,X
29076,sms,primmtõõšši,A,A_PRSPRC-VVKK-I,X
29105,sms,muâššjeei,A,A_PRSPRC-EEI,3
29106,sms,kuʹrppjeei,A,A_PRSPRC-EEI,3
29107,sms,jueʹrmmjeei,A,A_PRSPRC-EEI,3
29120,sms,måʹrres,A,A_AANAR,X
29121,sms,måʹrrsõs,A,A-ATTR_,X
29125,sms,vaaʹrõõtti,A,A_PRSPRC-VVCC-I,X
29134,sms,ââʹjjteʹmes,A,A-ATTR_,X
29156,sms,vâʹlljporrmõšlaž,A,A_MEERSAZH,1
29192,sms,ruõidteʹm,A,A_NALLSHEM,1
29193,sms,ruõidtem,A,A_NALLSHEM,1
29233,sms,läbllai,A,A_SAELTTAI,X
29234,sms,läbllas,A,A-ATTR_,X
29256,sms,riʹjttjeei,A,A_PRSPRC-EEI,3
29273,sms,ääʹššmeâldlaž,A,A_MEERSAZH,1
29299,sms,meälǥab,A,A_IS_ADJ-DER/COMP_kwlmmsab,X
29307,sms,ravvšmeei,A,A_PRSPRC-EEI,3
29343,sms,vuõjji,A,A_PRSPRC-VWCC-I,X
29355,sms,šõddeei,A,A_PRSPRC-EEI,3
29454,sms,pivvâš,A,A_AANAR,X
29456,sms,pivvšõs,A,A-ATTR_,X
29471,sms,sõõmmi,A,A_PRSPRC-VVCC-I,X
29493,sms,leâukteei,A,A_PRSPRC-EEI,3
29497,sms,vueuʹsteei,A,A_PRSPRC-EEI,3
29517,sms,registõllum,A,A_PSS-PRFPRC,X
29533,sms,čâʹlmmvääʹnn,A,A_,X
29574,sms,reuggaš,A,A_,X
29585,sms,suõjjeei,A,A_PRSPRC-EEI,3
29626,sms,kueiʹtǩeârddsaž,A,A_MEERSAZH,1
29630,sms,zooltõõvvâm,A,A_AANAR,2
29693,sms,täävvai,A,A_PRSPRC-VVCC-AI,X
29694,sms,čärvvai,A,A_PRSPRC-VXYY-AI,X
29706,sms,tooläʹrǧǧ,A,A_KAQLBB,1
29708,sms,kaarõõtti,A,A_PRSPRC-VVCC-I,X
29718,sms,vuõddslõõvvi,A,A_PRSPRC-VVCC-I,X
29731,sms,åimmai,A,A_PRSPRC-VXYY-AI,X
29732,sms,tuâppjeei,A,A_PRSPRC-EEI,3
29739,sms,käʹrrevnallšem,A,A_NALLSHEM,1
29758,sms,nuʹbnallšem,A,A_,X
29785,sms,šõõra,A,A_,X
29787,sms,njooikteei,A,A_PRSPRC-EEI,3
29808,sms,strääžnas,A,A-ATTR_,X
29809,sms,strääžnai,A,A_SAELTTAI,X
29811,sms,graaflaž,A,A_MEERSAZH,1
29838,sms,õõlmâs,A,A_JOOSKYS,X
29839,sms,õõlmlaž,A,A_MEERSAZH,1
29840,sms,õlmmsaž,A,A_MEERSAZH,1
29853,sms,tåimmvääldlaž,A,A_MEERSAZH,1
29854,sms,tåimmamvääldlaž,A,A_MEERSAZH,1
29859,sms,tuõlddi,A,A_PRSPRC-VWXYY-I,X
29885,sms,noorõõtti,A,A_PRSPRC-VVCC-I,X
29891,sms,peittai,A,A_PRSPRC-VXYY-AI,X
29923,sms,kõbddi,A,A_PRSPRC-VXYY-I,X
29924,sms,peittlõõtti,A,A_PRSPRC-VVCC-I,X
29952,sms,veäʹleǩ,A,A_AACCIKH,2
29956,sms,hervvai,A,A_PRSPRC-VXYY-AI,X
29957,sms,heʹrvves,A,A-ATTR_,X
29997,sms,toʹlmmeš,A,A_JAELLASH,X
29998,sms,toʹlmmšõs,A,A-ATTR_,X
30049,sms,čudnõs,A,A-ATTR_,X
30050,sms,õmmsallaš,A,A_TOBDDSALLASH,X
30051,sms,čudnai,A,A_SAELTTAI,X
30052,sms,čuddnai,A,A_SAELTTAI,X
30053,sms,čuddnõs,A,A-ATTR_,X
30086,sms,muõrtem,A,A_NALLSHEM,1
30093,sms,tuâitem,A,A_NALLSHEM,1
30094,sms,tuâiteʹm,A,A_NALLSHEM,1
30155,sms,tuårggai,A,A_PRSPRC-VWXYY-AI,X
30157,sms,ǩiddåårrai,A,A_PRSPRC-VVCC-AI,X
30167,sms,tuâddal,A,A_AANAR,2
30175,sms,veeʹlpteei,A,A_PRSPRC-EEI,3
30183,sms,koonn poddsaž,A,A_MEERSAZH,1
30190,sms,kuäkkai,A,A_PRSPRC-VWKK-AI,X
30191,sms,čokknjuhččâm,A,A_,X
30214,sms,tuužži,A,A_PRSPRC-VVCC-I,X
30224,sms,solleei,A,A_PRSPRC-EEI,3
30241,sms,jiõneei,A,A_PRSPRC-EEI,3
30252,sms,čâlmmai,A,A_SAELTTAI,X
30253,sms,čõʹlmmeš,A,A-ATTR_,X
30279,sms,õõutsuõmm,A,A_,X
30295,sms,sveâtai,A,A_SAELTTAI,X
30298,sms,lueʹves,A,A_CHUEQDHES,2
30301,sms,virkkõõvvi,A,A_PRSPRC-VVCC-I,X
